region,timestamp,traffic_gbps,active_users,peak_utilization_percent
EMEA-WEST,2026-07-14 18:15:00,736.9,121088,90
US-SOUTH-01,2026-07-15 05:45:00,943.9,128214,90
ASIA-PAC,2026-07-24 20:30:00,878.6,69711,90
US-SOUTH-01,2026-07-28 06:45:00,951.3,151306,90
US-EAST-01,2026-07-21 10:00:00,657.9,172580,80
US-SOUTH-01,2026-07-22 18:30:00,716.5,53572,90
EMEA-EAST,2026-07-11 17:45:00,624.4,155923,90
ASIA-PAC,2026-07-15 01:30:00,1050.2,153547,95
US-EAST-01,2026-07-21 23:00:00,615.6,174522,80
ASIA-PAC,2026-07-11 06:15:00,332.3,185549,52
ASIA-PAC,2026-07-11 22:30:00,968.8,188246,90
US-EAST-01,2026-07-24 02:15:00,269.3,33035,79
ASIA-PAC,2026-07-11 07:15:00,353.1,107877,66
EMEA-EAST,2026-07-27 17:15:00,687.0,45419,80
US-SOUTH-01,2026-07-24 06:30:00,951.1,107730,90
US-WEST-01,2026-07-21 01:45:00,751.9,171064,90
ASIA-SOUTH,2026-07-12 10:00:00,787.9,78552,95
ASIA-PAC,2026-07-27 14:45:00,485.3,130121,90
US-EAST-01,2026-07-15 08:15:00,260.7,34230,75
US-WEST-01,2026-07-26 10:30:00,324.2,179851,87
ASIA-SOUTH,2026-07-12 07:15:00,361.7,87430,89
US-SOUTH-01,2026-07-30 11:00:00,771.5,133033,90
ASIA-PAC,2026-07-14 01:15:00,816.9,91918,90
US-SOUTH-01,2026-07-21 08:30:00,821.2,196429,95
ASIA-SOUTH,2026-07-14 23:30:00,431.3,39568,52
US-EAST-01,2026-07-11 12:00:00,760.5,145277,90
US-EAST-01,2026-07-16 18:15:00,681.9,98357,80
ASIA-PAC,2026-07-20 06:45:00,819.7,62074,90
US-WEST-01,2026-07-28 20:15:00,127.9,129361,70
EMEA-WEST,2026-07-20 09:30:00,317.6,124759,64
EMEA-EAST,2026-07-26 23:00:00,707.3,134160,90
ASIA-SOUTH,2026-07-12 16:30:00,245.9,74682,61
ASIA-PAC,2026-07-16 07:15:00,557.8,95873,80
US-SOUTH-01,2026-07-11 06:30:00,500.1,187848,80
ASIA-SOUTH,2026-07-16 02:15:00,235.1,97882,66
ASIA-PAC,2026-07-18 11:00:00,795.1,145552,90
US-SOUTH-01,2026-07-13 15:00:00,625.0,90566,97
ASIA-PAC,2026-07-22 14:30:00,918.5,77872,90
ASIA-PAC,2026-07-31 12:30:00,749.9,67813,90
US-EAST-01,2026-07-30 02:15:00,236.6,154233,70
US-SOUTH-01,2026-07-31 15:30:00,399.1,117160,79
US-SOUTH-01,2026-07-20 22:00:00,883.2,121337,90
ASIA-PAC,2026-07-29 07:00:00,535.0,80770,80
EMEA-WEST,2026-07-29 21:00:00,854.2,113176,90
US-SOUTH-01,2026-07-13 20:00:00,928.5,159883,90
US-EAST-01,2026-07-23 05:00:00,170.6,96036,66
US-EAST-01,2026-07-27 12:45:00,863.7,133683,90
ASIA-PAC,2026-07-15 16:30:00,827.4,122596,90
ASIA-SOUTH,2026-07-24 03:00:00,568.8,126877,86
US-EAST-01,2026-07-21 23:30:00,154.9,55865,70
US-SOUTH-01,2026-07-22 00:15:00,723.7,191021,90
ASIA-PAC,2026-07-29 16:15:00,395.8,192336,80
ASIA-PAC,2026-07-18 14:15:00,862.9,193952,90
US-EAST-01,2026-07-18 19:00:00,803.5,126032,90
EMEA-WEST,2026-07-10 05:15:00,402.6,105654,51
ASIA-PAC,2026-07-30 08:00:00,886.0,71096,90
ASIA-SOUTH,2026-07-22 12:30:00,639.6,68512,80
ASIA-PAC,2026-07-18 03:15:00,434.6,67372,92
EMEA-WEST,2026-07-22 05:15:00,513.4,156629,80
US-SOUTH-01,2026-07-26 12:45:00,839.2,148867,90
US-EAST-01,2026-07-28 11:00:00,715.3,133797,90
ASIA-SOUTH,2026-07-10 01:15:00,239.9,117676,70
ASIA-PAC,2026-07-28 10:30:00,650.2,107683,88
EMEA-EAST,2026-07-12 18:45:00,672.9,104562,80
US-SOUTH-01,2026-07-29 12:15:00,279.8,173002,73
US-WEST-01,2026-07-29 18:15:00,272.3,77953,82
US-WEST-01,2026-07-29 04:30:00,128.5,59306,58
ASIA-PAC,2026-07-26 08:00:00,883.0,154422,90
US-SOUTH-01,2026-07-25 15:00:00,647.1,37115,99
US-EAST-01,2026-07-20 22:15:00,328.3,172917,51
ASIA-PAC,2026-07-26 05:00:00,659.1,130436,89
US-SOUTH-01,2026-07-12 05:15:00,278.4,162278,84
ASIA-PAC,2026-07-24 14:45:00,411.1,22872,71
ASIA-SOUTH,2026-07-27 08:45:00,144.6,55467,55
US-EAST-01,2026-07-10 05:30:00,731.0,138830,90
ASIA-PAC,2026-07-17 15:00:00,740.4,179457,90
US-WEST-01,2026-07-17 02:15:00,592.0,82490,94
ASIA-PAC,2026-07-20 03:00:00,716.7,131704,90
EMEA-WEST,2026-07-27 00:45:00,833.4,70569,90
ASIA-PAC,2026-07-28 19:45:00,1029.8,158272,90
ASIA-PAC,2026-07-10 00:30:00,946.8,157210,90
US-EAST-01,2026-07-22 11:00:00,368.8,124557,67
ASIA-PAC,2026-07-15 00:15:00,654.2,85856,90
ASIA-PAC,2026-07-19 01:00:00,463.4,101264,97
ASIA-SOUTH,2026-07-17 12:45:00,209.1,86822,51
US-EAST-01,2026-07-30 23:30:00,563.8,52137,80
US-SOUTH-01,2026-07-15 18:30:00,811.3,28842,90
ASIA-PAC,2026-07-11 23:30:00,786.7,59269,90
US-EAST-01,2026-07-21 16:30:00,575.9,137526,80
ASIA-SOUTH,2026-07-13 09:45:00,157.1,112496,70
ASIA-PAC,2026-07-23 11:15:00,560.2,65750,80
EMEA-WEST,2026-07-27 19:30:00,270.4,118210,65
ASIA-PAC,2026-07-20 10:00:00,550.7,109679,80
ASIA-SOUTH,2026-07-25 22:30:00,222.6,85271,61
EMEA-WEST,2026-07-21 22:00:00,601.2,30534,80
US-EAST-01,2026-07-10 04:30:00,816.9,31716,90
EMEA-WEST,2026-07-21 21:00:00,272.9,92062,74
ASIA-PAC,2026-07-18 16:45:00,806.6,151643,90
ASIA-PAC,2026-07-14 17:30:00,356.5,74102,85
EMEA-EAST,2026-07-20 20:00:00,655.4,107544,94
US-EAST-01,2026-07-30 13:30:00,263.5,169976,57
US-SOUTH-01,2026-07-24 00:45:00,571.7,184228,98
ASIA-PAC,2026-07-20 06:00:00,652.8,75855,90
US-EAST-01,2026-07-23 18:15:00,821.5,130363,90
US-SOUTH-01,2026-07-21 19:15:00,525.2,170456,80
ASIA-PAC,2026-07-11 11:30:00,282.0,179160,80
US-WEST-01,2026-07-31 19:30:00,170.1,42408,70
ASIA-PAC,2026-07-21 06:15:00,354.8,76400,93
US-EAST-01,2026-07-23 04:00:00,608.3,157853,80
US-EAST-01,2026-07-18 14:45:00,455.4,62820,63
ASIA-PAC,2026-07-11 13:45:00,750.0,127614,90
EMEA-EAST,2026-07-20 13:30:00,355.4,137449,85
ASIA-PAC,2026-07-18 17:15:00,401.6,197172,65
US-SOUTH-01,2026-07-27 02:15:00,927.5,106219,90
EMEA-EAST,2026-07-11 19:15:00,468.2,62715,94
US-WEST-01,2026-07-17 19:15:00,836.9,92036,90
US-EAST-01,2026-07-11 23:15:00,604.5,91761,80
ASIA-PAC,2026-07-21 06:00:00,895.1,180989,90
US-EAST-01,2026-07-14 19:30:00,308.7,129558,89
US-SOUTH-01,2026-07-29 04:00:00,486.4,178941,96
US-SOUTH-01,2026-07-28 05:30:00,253.9,62957,52
ASIA-SOUTH,2026-07-14 18:45:00,534.9,123512,80
ASIA-PAC,2026-07-27 03:30:00,890.7,109430,98
US-EAST-01,2026-07-13 16:15:00,229.2,47811,58
ASIA-SOUTH,2026-07-21 13:30:00,300.1,105640,45
US-EAST-01,2026-07-23 23:00:00,752.6,99502,92
ASIA-SOUTH,2026-07-17 07:15:00,724.8,79494,90
ASIA-PAC,2026-07-18 11:30:00,686.9,185672,80
US-EAST-01,2026-07-25 11:30:00,359.0,103889,63
ASIA-PAC,2026-07-24 16:15:00,505.1,161841,80
US-EAST-01,2026-07-25 15:00:00,531.1,94292,80
US-SOUTH-01,2026-07-10 19:15:00,866.2,113469,93
ASIA-PAC,2026-07-30 05:45:00,407.7,81170,58
US-WEST-01,2026-07-27 19:15:00,520.8,174076,91
US-SOUTH-01,2026-07-17 12:30:00,900.4,40645,90
US-WEST-01,2026-07-10 06:00:00,587.5,93643,80
US-EAST-01,2026-07-26 22:45:00,478.3,77968,90
ASIA-PAC,2026-07-11 13:45:00,963.3,24223,90
US-WEST-01,2026-07-12 23:45:00,709.6,108865,90
EMEA-EAST,2026-07-19 03:30:00,476.0,156199,92
US-SOUTH-01,2026-07-18 21:30:00,1029.6,133794,97
US-EAST-01,2026-07-11 09:45:00,293.4,66503,76
ASIA-PAC,2026-07-15 11:00:00,849.1,164804,90
EMEA-EAST,2026-07-31 14:45:00,751.7,102576,90
US-EAST-01,2026-07-19 21:45:00,704.1,61342,90
EMEA-WEST,2026-07-16 13:45:00,245.8,85227,70
ASIA-PAC,2026-07-26 17:45:00,318.2,55242,73
ASIA-PAC,2026-07-11 11:15:00,984.1,102464,93
US-EAST-01,2026-07-10 09:15:00,314.3,30455,49
US-SOUTH-01,2026-07-17 15:45:00,832.4,137149,90
US-SOUTH-01,2026-07-17 11:30:00,581.8,90958,81
US-EAST-01,2026-07-12 20:45:00,190.6,153590,70
ASIA-PAC,2026-07-31 16:00:00,576.9,50852,92
EMEA-EAST,2026-07-28 19:15:00,879.4,55313,90
EMEA-WEST,2026-07-21 20:15:00,788.4,68079,96
EMEA-EAST,2026-07-30 23:30:00,521.2,146466,93
US-WEST-01,2026-07-12 12:00:00,545.8,71110,80
ASIA-PAC,2026-07-28 16:45:00,358.1,95960,83
US-EAST-01,2026-07-31 00:45:00,564.1,59031,80
US-SOUTH-01,2026-07-12 15:30:00,612.9,178180,80
EMEA-WEST,2026-07-16 21:45:00,252.2,128301,48
EMEA-EAST,2026-07-22 13:45:00,162.1,55826,55
ASIA-PAC,2026-07-18 07:00:00,534.3,165657,80
US-SOUTH-01,2026-07-24 04:30:00,349.3,42076,81
EMEA-WEST,2026-07-26 10:00:00,417.0,139166,58
US-EAST-01,2026-07-31 08:15:00,355.0,39799,88
US-EAST-01,2026-07-29 01:15:00,202.5,136341,70
ASIA-PAC,2026-07-30 18:15:00,386.8,187917,92
US-EAST-01,2026-07-29 06:30:00,368.0,102928,47
EMEA-EAST,2026-07-17 17:30:00,636.4,174530,80
ASIA-PAC,2026-07-15 06:15:00,532.3,83371,80
US-EAST-01,2026-07-16 22:00:00,502.5,23363,95
ASIA-PAC,2026-07-13 19:30:00,575.7,91236,80
ASIA-PAC,2026-07-11 09:15:00,378.5,68712,51
EMEA-EAST,2026-07-31 18:30:00,668.3,40231,93
EMEA-EAST,2026-07-15 22:15:00,820.1,70599,91
US-SOUTH-01,2026-07-30 18:30:00,835.2,48137,90
ASIA-PAC,2026-07-23 22:30:00,422.7,66483,64
EMEA-WEST,2026-07-15 02:15:00,391.9,151651,65
US-EAST-01,2026-07-14 11:00:00,802.6,152945,90
ASIA-SOUTH,2026-07-22 13:45:00,449.8,120511,56
EMEA-EAST,2026-07-31 02:45:00,787.2,38900,90
ASIA-PAC,2026-07-22 05:45:00,262.7,77806,75
US-SOUTH-01,2026-07-14 00:00:00,1096.9,68490,93
US-EAST-01,2026-07-27 09:15:00,893.0,69331,90
US-SOUTH-01,2026-07-30 22:00:00,329.7,172730,51
US-EAST-01,2026-07-12 12:30:00,377.1,83992,67
ASIA-PAC,2026-07-11 01:45:00,745.6,97265,90
US-EAST-01,2026-07-13 23:00:00,342.5,70929,66
EMEA-WEST,2026-07-26 04:00:00,204.2,154482,70
EMEA-EAST,2026-07-14 09:45:00,889.9,85679,90
US-WEST-01,2026-07-21 12:15:00,165.8,121372,70
ASIA-PAC,2026-07-20 06:45:00,1112.3,102153,90
US-EAST-01,2026-07-20 00:30:00,348.5,101657,90
US-SOUTH-01,2026-07-19 11:15:00,347.2,193237,80
ASIA-PAC,2026-07-22 02:00:00,917.9,165432,90
US-EAST-01,2026-07-30 02:00:00,300.8,102817,88
ASIA-PAC,2026-07-30 19:15:00,872.2,99909,90
US-WEST-01,2026-07-25 05:30:00,544.2,91459,80
EMEA-WEST,2026-07-11 01:00:00,511.7,56510,80
US-EAST-01,2026-07-18 14:45:00,199.4,114039,70
ASIA-SOUTH,2026-07-24 09:15:00,571.3,102669,80
ASIA-PAC,2026-07-16 06:30:00,513.3,37898,80
US-SOUTH-01,2026-07-16 18:15:00,539.6,113197,80
US-EAST-01,2026-07-20 02:00:00,784.1,84338,90
US-SOUTH-01,2026-07-10 11:45:00,292.6,152862,58
US-SOUTH-01,2026-07-15 17:15:00,685.5,96731,99
ASIA-PAC,2026-07-28 01:15:00,397.7,149544,68
US-EAST-01,2026-07-30 23:45:00,683.4,86108,80
US-WEST-01,2026-07-19 16:00:00,668.8,124607,80
US-SOUTH-01,2026-07-14 15:15:00,307.5,163634,71
US-SOUTH-01,2026-07-13 07:45:00,752.1,129910,90
ASIA-PAC,2026-07-21 23:45:00,253.4,64130,58
EMEA-WEST,2026-07-11 09:15:00,200.4,125693,49
US-EAST-01,2026-07-19 03:00:00,502.8,42831,80
EMEA-EAST,2026-07-17 05:00:00,836.2,141503,90
EMEA-WEST,2026-07-31 01:00:00,521.1,133644,95
ASIA-PAC,2026-07-23 23:15:00,642.3,194900,80
US-WEST-01,2026-07-28 03:30:00,852.0,43737,90
EMEA-WEST,2026-07-14 11:00:00,418.5,44605,91
US-SOUTH-01,2026-07-12 05:15:00,599.6,42561,85
US-EAST-01,2026-07-18 06:30:00,790.6,153600,90
ASIA-PAC,2026-07-11 08:00:00,591.9,172311,91
EMEA-EAST,2026-07-11 18:45:00,609.3,25526,80
US-SOUTH-01,2026-07-16 14:30:00,415.0,195729,67
EMEA-WEST,2026-07-13 04:30:00,433.3,99476,72
ASIA-PAC,2026-07-18 14:15:00,427.1,96548,57
ASIA-PAC,2026-07-27 01:30:00,409.8,57001,56
US-EAST-01,2026-07-31 09:00:00,467.7,89416,70
US-EAST-01,2026-07-24 11:00:00,208.5,77975,70
US-SOUTH-01,2026-07-28 03:00:00,604.5,30358,80
EMEA-EAST,2026-07-11 20:15:00,589.1,89697,80
ASIA-PAC,2026-07-31 16:45:00,1026.2,139781,93
EMEA-WEST,2026-07-16 01:00:00,386.3,170447,57
US-SOUTH-01,2026-07-13 15:00:00,925.6,137740,90
US-EAST-01,2026-07-31 11:45:00,236.0,120301,63
EMEA-WEST,2026-07-26 03:15:00,795.7,129143,90
ASIA-PAC,2026-07-16 10:45:00,920.3,58781,90
ASIA-PAC,2026-07-10 01:00:00,738.2,171533,94
US-SOUTH-01,2026-07-13 01:15:00,677.3,23529,80
EMEA-EAST,2026-07-18 15:00:00,867.9,161296,90
US-WEST-01,2026-07-29 00:45:00,199.4,102973,70
ASIA-PAC,2026-07-11 16:15:00,697.2,86559,80
EMEA-EAST,2026-07-11 14:15:00,684.9,31584,80
EMEA-WEST,2026-07-12 05:15:00,730.2,170525,96
US-SOUTH-01,2026-07-20 04:15:00,562.3,143279,80
US-EAST-01,2026-07-30 08:30:00,616.8,136793,80
ASIA-PAC,2026-07-25 14:00:00,483.6,67268,95
US-SOUTH-01,2026-07-24 16:45:00,724.0,37780,90
US-EAST-01,2026-07-25 00:45:00,734.1,60296,90
EMEA-WEST,2026-07-10 11:30:00,153.1,34823,65
US-WEST-01,2026-07-21 17:30:00,507.7,106212,80
ASIA-PAC,2026-07-16 10:00:00,506.3,44177,82
ASIA-PAC,2026-07-18 20:45:00,766.5,70793,95
US-EAST-01,2026-07-24 22:00:00,303.0,25292,56
US-SOUTH-01,2026-07-14 15:30:00,458.3,158040,65
US-EAST-01,2026-07-26 16:00:00,444.9,76275,93
ASIA-PAC,2026-07-14 08:15:00,768.8,138567,90
ASIA-PAC,2026-07-18 19:15:00,550.3,172596,80
EMEA-EAST,2026-07-26 12:00:00,548.0,26544,97
ASIA-PAC,2026-07-21 21:00:00,838.5,181844,90
ASIA-SOUTH,2026-07-14 21:00:00,754.9,68684,98
ASIA-PAC,2026-07-25 20:15:00,715.2,109388,90
US-EAST-01,2026-07-30 01:00:00,866.1,105952,90
US-SOUTH-01,2026-07-18 16:15:00,883.9,28166,94
US-SOUTH-01,2026-07-10 14:00:00,651.8,101412,80
US-SOUTH-01,2026-07-22 23:15:00,723.9,67638,92
ASIA-PAC,2026-07-29 12:30:00,845.0,137974,90
ASIA-SOUTH,2026-07-22 12:30:00,509.8,145763,80
US-EAST-01,2026-07-24 09:30:00,406.2,171584,68
US-EAST-01,2026-07-31 13:00:00,515.8,117667,80
EMEA-EAST,2026-07-17 05:00:00,489.7,103473,89
ASIA-PAC,2026-07-11 22:15:00,846.3,105771,90
US-EAST-01,2026-07-14 23:00:00,897.0,25884,90
US-SOUTH-01,2026-07-13 16:45:00,946.9,151055,90
US-SOUTH-01,2026-07-13 06:45:00,583.3,69118,80
US-SOUTH-01,2026-07-12 05:15:00,689.7,175554,80
ASIA-PAC,2026-07-22 03:30:00,767.6,35925,90
US-SOUTH-01,2026-07-12 13:30:00,734.8,57665,91
US-EAST-01,2026-07-13 04:00:00,344.7,63870,75
US-EAST-01,2026-07-28 07:30:00,533.3,145749,97
US-EAST-01,2026-07-19 18:00:00,553.1,42299,80
ASIA-PAC,2026-07-13 08:15:00,831.4,89784,90
US-WEST-01,2026-07-18 18:15:00,762.9,150925,90
US-EAST-01,2026-07-25 09:45:00,587.7,23022,80
US-EAST-01,2026-07-28 06:00:00,796.9,55895,90
EMEA-WEST,2026-07-13 21:00:00,250.3,137238,95
ASIA-PAC,2026-07-15 17:45:00,409.7,128569,92
EMEA-WEST,2026-07-21 15:15:00,467.4,88995,76
US-SOUTH-01,2026-07-24 18:00:00,571.4,63230,80
US-WEST-01,2026-07-22 08:15:00,318.3,51067,74
US-EAST-01,2026-07-28 11:00:00,279.0,77180,85
ASIA-PAC,2026-07-20 01:45:00,771.0,39208,90
US-SOUTH-01,2026-07-26 05:15:00,348.1,190186,74
ASIA-SOUTH,2026-07-30 07:00:00,323.9,95691,51
ASIA-PAC,2026-07-29 21:15:00,574.7,88872,90
US-EAST-01,2026-07-13 03:15:00,332.3,77954,93
ASIA-PAC,2026-07-15 17:15:00,520.8,81944,80
US-EAST-01,2026-07-17 15:30:00,584.4,171359,84
ASIA-SOUTH,2026-07-24 19:30:00,530.6,84154,80
EMEA-WEST,2026-07-30 01:15:00,182.7,145290,70
US-WEST-01,2026-07-27 22:15:00,470.8,24650,73
ASIA-PAC,2026-07-21 12:30:00,668.9,185258,80
US-EAST-01,2026-07-22 03:00:00,155.4,114731,67
US-SOUTH-01,2026-07-29 13:45:00,617.2,149582,80
US-EAST-01,2026-07-19 03:00:00,793.6,125499,90
ASIA-PAC,2026-07-25 13:00:00,349.5,194262,89
ASIA-PAC,2026-07-22 11:00:00,582.9,120981,80
US-SOUTH-01,2026-07-23 13:45:00,907.8,86173,97
US-EAST-01,2026-07-24 20:15:00,608.3,71612,80
US-EAST-01,2026-07-22 16:15:00,217.6,85318,62
US-SOUTH-01,2026-07-20 02:30:00,513.6,43993,80
ASIA-PAC,2026-07-26 03:00:00,798.2,190094,90
EMEA-WEST,2026-07-24 17:00:00,332.4,81990,84
US-SOUTH-01,2026-07-10 05:15:00,794.2,106104,90
US-SOUTH-01,2026-07-17 03:00:00,375.1,163079,58
US-EAST-01,2026-07-24 13:00:00,511.3,92217,93
ASIA-PAC,2026-07-14 15:15:00,881.3,24247,90
EMEA-WEST,2026-07-31 06:30:00,249.4,43005,70
US-EAST-01,2026-07-25 15:30:00,238.6,71885,51
US-SOUTH-01,2026-07-12 04:15:00,921.1,176845,90
ASIA-PAC,2026-07-30 17:15:00,826.1,151538,90
ASIA-PAC,2026-07-27 19:00:00,514.2,61833,80
EMEA-WEST,2026-07-13 08:30:00,537.9,176302,87
US-EAST-01,2026-07-24 16:45:00,133.6,148715,70
ASIA-PAC,2026-07-30 07:00:00,966.1,144529,90
US-EAST-01,2026-07-12 03:00:00,724.6,120537,96
ASIA-PAC,2026-07-29 06:00:00,926.6,101794,90
ASIA-PAC,2026-07-23 05:00:00,544.1,61199,80
US-SOUTH-01,2026-07-24 06:45:00,340.4,144342,95
US-WEST-01,2026-07-23 15:15:00,694.2,169625,80
US-SOUTH-01,2026-07-19 14:45:00,326.5,46283,73
ASIA-PAC,2026-07-26 21:45:00,670.7,61746,80
US-EAST-01,2026-07-16 04:30:00,783.9,73341,92
EMEA-EAST,2026-07-27 00:15:00,216.3,83227,49
EMEA-EAST,2026-07-10 08:00:00,779.4,48538,90
ASIA-PAC,2026-07-18 08:15:00,743.5,52105,90
ASIA-PAC,2026-07-24 04:45:00,456.6,94509,74
US-SOUTH-01,2026-07-26 20:45:00,856.2,58952,90
US-EAST-01,2026-07-24 14:15:00,199.2,150891,54
US-EAST-01,2026-07-18 20:00:00,296.3,112751,80
US-EAST-01,2026-07-24 02:45:00,138.9,144521,57
ASIA-PAC,2026-07-18 02:30:00,838.6,129623,99
US-EAST-01,2026-07-25 19:45:00,143.5,31129,70
US-EAST-01,2026-07-15 18:45:00,171.9,149519,68
US-SOUTH-01,2026-07-15 11:00:00,928.4,125095,90
ASIA-PAC,2026-07-27 02:15:00,535.2,131834,80
ASIA-PAC,2026-07-26 16:15:00,581.2,29347,83
EMEA-WEST,2026-07-16 01:45:00,510.0,91159,80
US-EAST-01,2026-07-23 04:45:00,564.0,38194,80
EMEA-EAST,2026-07-11 10:45:00,741.2,112468,90
ASIA-PAC,2026-07-12 01:45:00,884.5,52599,90
ASIA-PAC,2026-07-13 14:15:00,794.9,144416,92
EMEA-EAST,2026-07-10 22:00:00,682.8,122459,80
US-EAST-01,2026-07-23 06:30:00,634.1,57056,95
US-WEST-01,2026-07-19 11:15:00,629.0,151624,95
US-SOUTH-01,2026-07-27 05:45:00,639.7,129711,80
ASIA-PAC,2026-07-17 04:00:00,400.9,61944,93
US-WEST-01,2026-07-14 02:15:00,307.5,102119,56
EMEA-EAST,2026-07-22 18:30:00,411.8,41194,98
US-EAST-01,2026-07-19 00:00:00,243.7,116807,57
US-EAST-01,2026-07-22 04:00:00,283.5,103897,94
ASIA-PAC,2026-07-31 20:00:00,479.6,116150,86
US-EAST-01,2026-07-27 21:30:00,647.4,136752,80
ASIA-PAC,2026-07-18 10:00:00,809.8,84972,90
US-SOUTH-01,2026-07-27 14:00:00,953.0,93855,98
ASIA-SOUTH,2026-07-19 22:30:00,617.9,114342,80
ASIA-PAC,2026-07-10 17:15:00,861.3,122289,90
US-EAST-01,2026-07-16 10:45:00,224.0,172154,70
EMEA-EAST,2026-07-22 23:45:00,741.2,21194,90
ASIA-SOUTH,2026-07-28 10:15:00,689.7,106990,85
US-WEST-01,2026-07-12 13:45:00,522.3,120107,94
ASIA-PAC,2026-07-23 20:00:00,535.3,119106,80
ASIA-PAC,2026-07-19 13:15:00,418.9,155493,91
US-SOUTH-01,2026-07-28 20:30:00,591.8,142162,80
US-EAST-01,2026-07-17 07:30:00,156.0,92123,48
US-EAST-01,2026-07-20 14:30:00,450.0,71266,87
ASIA-PAC,2026-07-23 01:45:00,647.0,100184,88
ASIA-SOUTH,2026-07-15 07:30:00,556.8,88706,80
US-WEST-01,2026-07-25 04:15:00,298.7,168257,59
US-WEST-01,2026-07-19 14:00:00,321.9,109398,61
US-WEST-01,2026-07-16 20:15:00,382.8,142617,68
ASIA-PAC,2026-07-25 03:30:00,586.5,60914,80
US-SOUTH-01,2026-07-24 22:30:00,494.5,153494,79
ASIA-PAC,2026-07-17 05:30:00,629.8,196814,80
ASIA-PAC,2026-07-29 18:30:00,445.4,167387,96
US-WEST-01,2026-07-31 19:15:00,500.9,80084,80
ASIA-PAC,2026-07-25 21:15:00,714.2,57498,90
EMEA-EAST,2026-07-22 10:15:00,674.9,174453,80
US-EAST-01,2026-07-12 19:45:00,382.2,152827,80
ASIA-PAC,2026-07-19 00:00:00,552.1,64467,80
ASIA-PAC,2026-07-12 22:00:00,983.0,176723,90
ASIA-PAC,2026-07-14 07:00:00,895.2,42780,98
ASIA-PAC,2026-07-14 16:15:00,352.2,116981,58
EMEA-EAST,2026-07-10 17:45:00,892.0,158308,99
US-SOUTH-01,2026-07-22 15:45:00,827.8,42116,90
US-EAST-01,2026-07-11 14:00:00,494.7,53133,54
ASIA-PAC,2026-07-13 17:45:00,437.0,81347,81
US-WEST-01,2026-07-11 17:45:00,364.4,139814,98
US-EAST-01,2026-07-16 19:45:00,541.4,94347,90
ASIA-SOUTH,2026-07-19 07:00:00,892.0,111333,94
US-SOUTH-01,2026-07-13 10:00:00,759.4,175406,90
ASIA-PAC,2026-07-30 20:15:00,652.5,87214,87
US-EAST-01,2026-07-26 16:30:00,365.9,34165,66
US-EAST-01,2026-07-26 06:00:00,562.7,83231,80
US-WEST-01,2026-07-13 13:15:00,358.5,108291,80
EMEA-WEST,2026-07-30 20:00:00,803.0,49686,90
ASIA-PAC,2026-07-29 21:45:00,601.3,169800,80
US-SOUTH-01,2026-07-23 05:00:00,467.4,66256,98
US-WEST-01,2026-07-28 02:00:00,591.6,69039,80
US-EAST-01,2026-07-21 01:45:00,703.0,97423,90
US-EAST-01,2026-07-25 10:00:00,384.4,132736,63
ASIA-PAC,2026-07-10 19:30:00,717.3,68177,90
ASIA-PAC,2026-07-31 23:59:00,936.0,67156,90
EMEA-WEST,2026-07-16 02:45:00,876.5,131574,90
US-SOUTH-01,2026-07-13 10:15:00,455.0,48562,86
EMEA-WEST,2026-07-13 06:15:00,127.6,97713,70
ASIA-PAC,2026-07-20 16:00:00,1099.5,72562,90
ASIA-SOUTH,2026-07-13 19:15:00,325.8,118184,81
US-SOUTH-01,2026-07-18 05:00:00,993.1,97884,90
US-WEST-01,2026-07-12 13:15:00,521.3,109699,80
EMEA-WEST,2026-07-29 04:30:00,821.3,152642,90
ASIA-PAC,2026-07-25 01:30:00,1055.6,36972,90
US-WEST-01,2026-07-12 10:15:00,339.5,63160,63
US-EAST-01,2026-07-22 18:00:00,135.9,90234,53
US-WEST-01,2026-07-28 18:45:00,676.4,96958,80
ASIA-SOUTH,2026-07-22 08:15:00,370.3,96206,79
ASIA-PAC,2026-07-28 14:00:00,833.7,33692,90
US-SOUTH-01,2026-07-24 05:45:00,994.6,76933,90
ASIA-PAC,2026-07-18 01:00:00,443.0,56648,84
US-WEST-01,2026-07-31 04:15:00,363.3,175149,59
US-EAST-01,2026-07-21 15:30:00,543.2,64286,94
ASIA-PAC,2026-07-15 08:00:00,913.9,69109,90
US-WEST-01,2026-07-29 08:00:00,439.3,48928,79
US-EAST-01,2026-07-15 19:45:00,345.0,81180,96
US-EAST-01,2026-07-25 02:45:00,515.8,120359,81
EMEA-WEST,2026-07-21 04:45:00,336.3,72578,46
ASIA-PAC,2026-07-24 00:45:00,957.6,162500,90
US-EAST-01,2026-07-22 00:45:00,733.1,80011,90
EMEA-WEST,2026-07-31 23:59:00,586.5,139814,80
US-EAST-01,2026-07-23 09:30:00,484.4,29136,70
ASIA-PAC,2026-07-21 16:30:00,350.8,65468,70
ASIA-PAC,2026-07-17 01:45:00,826.2,66584,90
ASIA-PAC,2026-07-24 23:00:00,460.4,80724,87
ASIA-SOUTH,2026-07-29 23:00:00,210.2,165302,54
US-EAST-01,2026-07-10 03:45:00,885.9,96798,98
US-SOUTH-01,2026-07-13 08:15:00,690.5,56301,87
ASIA-PAC,2026-07-23 07:30:00,694.9,103126,80
EMEA-WEST,2026-07-20 18:00:00,468.7,168119,56
EMEA-WEST,2026-07-17 20:30:00,249.0,142500,62
